config,ndcg,sim,popularity,item_collab,user_collab,trending,session
random,0.203556,0.2,0.222,0.115,0.004,0.258,0.201
random,0.203539,0.563,0.023,0.073,0.053,0.228,0.061
random,0.203502,0.068,0.353,0.191,0.232,0.143,0.013
random,0.203465,0.102,0.005,0.051,0.544,0.0,0.297
random,0.203446,0.035,0.337,0.337,0.219,0.035,0.037
random,0.203437,0.244,0.046,0.201,0.262,0.04,0.207
random,0.203357,0.064,0.625,0.147,0.151,0.013,0.0
random,0.203357,0.264,0.012,0.046,0.255,0.3,0.123
random,0.203318,0.06,0.246,0.228,0.311,0.064,0.092
random,0.20331,0.158,0.145,0.274,0.274,0.002,0.147
random,0.203283,0.259,0.034,0.311,0.084,0.248,0.064
random,0.203251,0.076,0.536,0.077,0.194,0.034,0.083
random,0.203238,0.196,0.072,0.476,0.105,0.037,0.114
random,0.203234,0.257,0.03,0.303,0.085,0.244,0.081
random,0.203233,0.324,0.022,0.11,0.194,0.049,0.302
random,0.203197,0.042,0.129,0.133,0.567,0.122,0.007
random,0.203142,0.147,0.008,0.543,0.234,0.048,0.02
random,0.203139,0.321,0.101,0.004,0.242,0.317,0.015
random,0.203134,0.109,0.551,0.106,0.062,0.165,0.008
random,0.203113,0.081,0.524,0.101,0.02,0.126,0.148
random,0.203093,0.032,0.12,0.277,0.359,0.004,0.208
random,0.203073,0.001,0.039,0.06,0.649,0.001,0.25
random,0.203015,0.147,0.103,0.453,0.143,0.153,0.002
random,0.203003,0.003,0.149,0.38,0.29,0.169,0.009
random,0.202996,0.199,0.225,0.177,0.057,0.278,0.064
random,0.202977,0.377,0.14,0.033,0.155,0.283,0.01
random,0.202956,0.124,0.01,0.211,0.375,0.152,0.128
random,0.202944,0.146,0.311,0.102,0.07,0.208,0.163
random,0.202878,0.079,0.347,0.002,0.571,0.0,0.0
random,0.202857,0.27,0.06,0.069,0.058,0.154,0.389
random,0.202817,0.357,0.006,0.025,0.123,0.032,0.457
random,0.202813,0.163,0.098,0.415,0.237,0.0,0.087
random,0.202798,0.151,0.216,0.162,0.219,0.006,0.245
random,0.202785,0.117,0.059,0.519,0.212,0.09,0.003
random,0.202735,0.192,0.29,0.031,0.032,0.003,0.452
random,0.202733,0.16,0.108,0.226,0.201,0.136,0.168
random,0.202698,0.427,0.053,0.001,0.001,0.294,0.224
random,0.202676,0.204,0.214,0.01,0.082,0.225,0.265
random,0.202676,0.266,0.247,0.003,0.022,0.14,0.323
random,0.202627,0.36,0.007,0.017,0.118,0.025,0.474
random,0.202624,0.194,0.073,0.347,0.122,0.237,0.028
random,0.202608,0.131,0.744,0.05,0.006,0.006,0.064
random,0.202603,0.217,0.048,0.546,0.018,0.103,0.069
random,0.202555,0.137,0.767,0.084,0.002,0.008,0.002
random,0.202499,0.264,0.031,0.065,0.139,0.136,0.364
random,0.202494,0.136,0.401,0.002,0.33,0.131,0.0
random,0.202494,0.057,0.268,0.179,0.316,0.139,0.041
random,0.202424,0.02,0.211,0.297,0.392,0.07,0.01
random,0.202361,0.212,0.158,0.335,0.063,0.218,0.015
random,0.202339,0.049,0.302,0.064,0.534,0.002,0.048
random,0.202295,0.084,0.011,0.389,0.386,0.066,0.063
random,0.202293,0.282,0.116,0.169,0.005,0.248,0.18
random,0.202277,0.068,0.218,0.226,0.275,0.016,0.197
random,0.202259,0.463,0.023,0.139,0.003,0.292,0.081
random,0.202246,0.044,0.258,0.265,0.252,0.109,0.073
random,0.202165,0.114,0.675,0.174,0.004,0.03,0.003
random,0.202106,0.079,0.105,0.213,0.415,0.018,0.171
random,0.202105,0.113,0.26,0.378,0.206,0.018,0.024
random,0.202103,0.24,0.174,0.071,0.12,0.033,0.362
random,0.202102,0.168,0.134,0.001,0.237,0.137,0.321
random,0.202101,0.086,0.067,0.414,0.353,0.068,0.012
random,0.202066,0.153,0.035,0.419,0.138,0.109,0.147
random,0.202051,0.484,0.024,0.011,0.173,0.304,0.003
random,0.20205,0.337,0.024,0.178,0.069,0.285,0.106
random,0.202042,0.15,0.116,0.073,0.289,0.042,0.33
random,0.20201,0.09,0.085,0.223,0.426,0.021,0.156
random,0.202006,0.295,0.091,0.157,0.076,0.21,0.171
random,0.201989,0.151,0.035,0.219,0.28,0.06,0.255
random,0.201984,0.213,0.044,0.562,0.009,0.095,0.076
random,0.201983,0.33,0.019,0.382,0.009,0.247,0.014
random,0.20198,0.084,0.174,0.401,0.279,0.056,0.006
random,0.201949,0.187,0.06,0.521,0.015,0.014,0.204
random,0.201922,0.32,0.045,0.214,0.016,0.326,0.079
random,0.201898,0.229,0.029,0.295,0.191,0.0,0.256
random,0.201876,0.043,0.087,0.261,0.574,0.016,0.019
random,0.201844,0.274,0.073,0.184,0.059,0.284,0.126
random,0.201838,0.302,0.009,0.389,0.028,0.166,0.106
random,0.201836,0.165,0.056,0.168,0.344,0.08,0.187
random,0.201815,0.322,0.008,0.405,0.026,0.225,0.014
random,0.201807,0.047,0.143,0.051,0.47,0.041,0.247
random,0.201791,0.103,0.076,0.44,0.306,0.073,0.0
random,0.201741,0.06,0.131,0.357,0.265,0.182,0.006
random,0.201739,0.113,0.354,0.097,0.115,0.038,0.283
random,0.201712,0.134,0.269,0.115,0.146,0.212,0.125
random,0.20171,0.189,0.014,0.311,0.253,0.007,0.227
random,0.201698,0.047,0.245,0.29,0.413,0.002,0.003
random,0.201682,0.045,0.199,0.004,0.57,0.02,0.162
random,0.201682,0.249,0.039,0.193,0.067,0.214,0.239
random,0.201679,0.312,0.036,0.037,0.117,0.046,0.453
random,0.201659,0.222,0.064,0.62,0.066,0.0,0.028
random,0.201632,0.131,0.011,0.476,0.301,0.072,0.009
random,0.201584,0.132,0.009,0.59,0.211,0.046,0.011
random,0.201578,0.196,0.103,0.281,0.132,0.235,0.053
random,0.201576,0.09,0.02,0.309,0.511,0.006,0.064
random,0.201571,0.192,0.117,0.146,0.145,0.187,0.214
random,0.201563,0.377,0.086,0.026,0.005,0.221,0.284
random,0.201531,0.155,0.288,0.217,0.012,0.168,0.159
random,0.201502,0.138,0.184,0.0,0.175,0.131,0.373
random,0.201466,0.286,0.004,0.245,0.001,0.044,0.421
random,0.201441,0.112,0.095,0.438,0.197,0.064,0.095
random,0.20143,0.315,0.031,0.022,0.118,0.202,0.312
random,0.201423,0.244,0.013,0.212,0.133,0.087,0.312
random,0.20138,0.015,0.182,0.185,0.471,0.01,0.136
random,0.201366,0.107,0.511,0.261,0.019,0.044,0.057
random,0.201364,0.106,0.462,0.323,0.093,0.001,0.014
random,0.201356,0.292,0.004,0.219,0.0,0.087,0.398
random,0.201354,0.163,0.068,0.146,0.259,0.101,0.263
random,0.201309,0.223,0.006,0.437,0.148,0.183,0.003
random,0.201304,0.165,0.261,0.115,0.112,0.046,0.302
random,0.201293,0.067,0.234,0.251,0.257,0.099,0.091
random,0.201264,0.243,0.06,0.379,0.085,0.17,0.062
random,0.201244,0.199,0.042,0.073,0.269,0.274,0.143
random,0.201157,0.211,0.217,0.062,0.007,0.046,0.458
random,0.201127,0.086,0.339,0.265,0.215,0.014,0.082
random,0.201109,0.07,0.247,0.442,0.172,0.015,0.054
random,0.201105,0.055,0.086,0.363,0.472,0.021,0.003
random,0.201068,0.347,0.005,0.131,0.168,0.045,0.305
random,0.201038,0.021,0.059,0.414,0.458,0.018,0.03
random,0.201004,0.2,0.015,0.085,0.19,0.238,0.272
random,0.200996,0.258,0.114,0.11,0.008,0.055,0.456
random,0.200971,0.021,0.337,0.262,0.277,0.085,0.018
random,0.200953,0.016,0.125,0.432,0.365,0.044,0.019
random,0.20094,0.083,0.377,0.351,0.078,0.063,0.048
random,0.200933,0.296,0.014,0.074,0.009,0.029,0.579
random,0.200929,0.131,0.504,0.125,0.017,0.003,0.219
random,0.200921,0.116,0.035,0.313,0.226,0.093,0.218
random,0.200892,0.044,0.124,0.199,0.367,0.011,0.254
random,0.200879,0.131,0.133,0.452,0.25,0.033,0.0
random,0.200879,0.287,0.148,0.0,0.055,0.023,0.487
random,0.200876,0.27,0.141,0.044,0.114,0.063,0.368
random,0.200855,0.245,0.003,0.332,0.081,0.239,0.1
random,0.200839,0.1,0.042,0.079,0.518,0.0,0.261
random,0.200839,0.139,0.031,0.393,0.248,0.046,0.143
random,0.200823,0.048,0.137,0.052,0.479,0.029,0.255
current(论文),0.200795,0.22,0.15,0.18,0.2,0.05,0.2
random,0.200784,0.171,0.208,0.494,0.044,0.021,0.063
random,0.200779,0.217,0.094,0.533,0.009,0.061,0.086
random,0.200754,0.171,0.091,0.203,0.225,0.28,0.029
random,0.200721,0.315,0.015,0.091,0.088,0.148,0.343
random,0.20072,0.449,0.002,0.004,0.114,0.286,0.145
random,0.200679,0.456,0.111,0.025,0.009,0.285,0.114
random,0.200667,0.306,0.006,0.32,0.018,0.159,0.191
random,0.200647,0.456,0.035,0.026,0.011,0.271,0.2
random,0.200635,0.178,0.058,0.001,0.51,0.204,0.05
random,0.200605,0.197,0.243,0.08,0.002,0.229,0.249
random,0.200597,0.151,0.201,0.016,0.23,0.015,0.388
random,0.200582,0.595,0.001,0.044,0.036,0.276,0.047
random,0.200578,0.278,0.059,0.109,0.218,0.319,0.016
random,0.200502,0.132,0.333,0.453,0.065,0.002,0.016
random,0.20046,0.286,0.011,0.317,0.283,0.026,0.077
random,0.200365,0.029,0.243,0.413,0.3,0.015,0.001
random,0.200345,0.195,0.147,0.367,0.04,0.005,0.246
random,0.200273,0.082,0.054,0.234,0.399,0.154,0.076
random,0.200266,0.059,0.279,0.05,0.214,0.107,0.292
random,0.200257,0.003,0.018,0.005,0.625,0.0,0.348
random,0.20022,0.141,0.044,0.189,0.373,0.002,0.251
random,0.200161,0.261,0.013,0.395,0.298,0.023,0.01
random,0.200134,0.322,0.018,0.026,0.2,0.013,0.422
random,0.200129,0.138,0.093,0.112,0.353,0.039,0.265
random,0.200129,0.139,0.319,0.026,0.067,0.17,0.279
random,0.2001,0.238,0.091,0.258,0.033,0.07,0.31
random,0.200076,0.275,0.236,0.053,0.0,0.297,0.139
random,0.200054,0.129,0.024,0.007,0.304,0.206,0.331
random,0.200044,0.047,0.239,0.016,0.505,0.039,0.153
random,0.199997,0.048,0.177,0.151,0.37,0.112,0.142
random,0.199991,0.176,0.049,0.399,0.08,0.113,0.183
random,0.199989,0.024,0.159,0.207,0.515,0.071,0.024
random,0.199976,0.061,0.208,0.37,0.224,0.135,0.001
random,0.199932,0.414,0.063,0.045,0.052,0.27,0.155
random,0.199904,0.032,0.056,0.134,0.356,0.059,0.364
random,0.199892,0.046,0.374,0.148,0.393,0.036,0.003
random,0.19988,0.291,0.184,0.094,0.043,0.312,0.076
random,0.199841,0.225,0.126,0.352,0.027,0.194,0.075
random,0.199822,0.235,0.193,0.019,0.08,0.148,0.324
random,0.199802,0.21,0.002,0.077,0.3,0.288,0.123
random,0.199792,0.161,0.021,0.167,0.399,0.061,0.192
random,0.199784,0.108,0.062,0.001,0.314,0.199,0.316
random,0.199771,0.296,0.017,0.026,0.003,0.056,0.602
random,0.199768,0.126,0.115,0.244,0.237,0.017,0.262
random,0.199768,0.045,0.014,0.23,0.582,0.027,0.102
random,0.199728,0.055,0.001,0.212,0.536,0.08,0.116
random,0.199728,0.047,0.256,0.299,0.291,0.02,0.087
random,0.199725,0.051,0.304,0.085,0.285,0.092,0.183
random,0.199657,0.405,0.003,0.054,0.001,0.249,0.288
random,0.199654,0.021,0.131,0.24,0.484,0.007,0.117
random,0.199574,0.018,0.022,0.147,0.693,0.111,0.01
random,0.199539,0.115,0.244,0.147,0.178,0.057,0.259
random,0.199535,0.325,0.006,0.443,0.041,0.18,0.006
random,0.199512,0.354,0.05,0.047,0.168,0.313,0.068
random,0.199485,0.077,0.456,0.086,0.231,0.007,0.143
random,0.199464,0.22,0.001,0.586,0.028,0.021,0.144
random,0.199462,0.011,0.033,0.159,0.554,0.061,0.182
random,0.19945,0.031,0.056,0.351,0.371,0.017,0.172
random,0.199391,0.37,0.013,0.055,0.18,0.318,0.064
random,0.199391,0.222,0.063,0.379,0.05,0.223,0.063
random,0.199373,0.095,0.551,0.086,0.11,0.128,0.03
random,0.199331,0.156,0.101,0.203,0.252,0.026,0.262
random,0.199317,0.05,0.45,0.251,0.211,0.039,0.0
random,0.199309,0.193,0.079,0.061,0.269,0.01,0.388
random,0.199267,0.37,0.004,0.042,0.189,0.303,0.092
random,0.19926,0.233,0.006,0.31,0.121,0.033,0.297
random,0.199244,0.111,0.483,0.249,0.001,0.131,0.025
random,0.199174,0.214,0.106,0.186,0.007,0.269,0.218
random,0.199161,0.082,0.107,0.136,0.36,0.06,0.254
random,0.199114,0.054,0.13,0.159,0.435,0.058,0.164
random,0.199086,0.12,0.231,0.051,0.21,0.087,0.301
random,0.199073,0.263,0.041,0.246,0.129,0.269,0.052
random,0.199065,0.206,0.112,0.356,0.109,0.005,0.212
random,0.199057,0.134,0.118,0.233,0.249,0.265,0.001
random,0.198934,0.081,0.175,0.052,0.397,0.029,0.266
random,0.198932,0.15,0.042,0.2,0.426,0.004,0.178
random,0.198877,0.028,0.032,0.352,0.431,0.04,0.116
random,0.198874,0.157,0.023,0.481,0.119,0.073,0.147
random,0.198857,0.265,0.112,0.059,0.061,0.097,0.405
random,0.198836,0.133,0.059,0.444,0.18,0.146,0.038
random,0.198825,0.163,0.227,0.182,0.017,0.253,0.158
random,0.198807,0.036,0.205,0.241,0.355,0.033,0.13
random,0.198807,0.305,0.078,0.23,0.092,0.245,0.051
random,0.198777,0.408,0.041,0.187,0.044,0.265,0.054
random,0.198752,0.237,0.081,0.196,0.148,0.268,0.069
random,0.198709,0.138,0.053,0.009,0.236,0.21,0.354
random,0.198699,0.09,0.025,0.389,0.416,0.0,0.08
random,0.198683,0.084,0.278,0.462,0.127,0.042,0.008
random,0.198637,0.139,0.007,0.365,0.298,0.121,0.07
random,0.198615,0.068,0.192,0.469,0.158,0.102,0.012
random,0.198581,0.454,0.079,0.005,0.0,0.324,0.137
random,0.198566,0.028,0.413,0.216,0.232,0.005,0.106
random,0.198478,0.208,0.005,0.0,0.296,0.046,0.445
random,0.198445,0.282,0.007,0.303,0.032,0.347,0.029
random,0.198435,0.127,0.244,0.451,0.086,0.056,0.036
random,0.19841,0.281,0.018,0.367,0.002,0.315,0.017
random,0.198374,0.09,0.066,0.449,0.296,0.089,0.009
random,0.19837,0.114,0.316,0.424,0.091,0.037,0.017
random,0.198366,0.067,0.233,0.056,0.252,0.157,0.234
random,0.19834,0.362,0.038,0.28,0.043,0.276,0.001
random,0.198247,0.018,0.166,0.304,0.4,0.024,0.087
random,0.198223,0.223,0.099,0.107,0.128,0.251,0.192
random,0.19821,0.01,0.224,0.255,0.47,0.002,0.039
random,0.198172,0.071,0.079,0.058,0.424,0.092,0.276
random,0.198146,0.007,0.098,0.413,0.39,0.049,0.042
random,0.198091,0.113,0.469,0.004,0.002,0.117,0.295
random,0.19807,0.057,0.06,0.308,0.548,0.0,0.027
random,0.19806,0.05,0.207,0.131,0.343,0.123,0.145
random,0.198038,0.235,0.056,0.075,0.095,0.171,0.368
random,0.197983,0.002,0.068,0.267,0.626,0.002,0.035
random,0.19797,0.281,0.096,0.031,0.045,0.246,0.301
random,0.197961,0.18,0.155,0.161,0.112,0.199,0.193
random,0.197905,0.187,0.03,0.557,0.011,0.019,0.196
random,0.197856,0.01,0.108,0.196,0.556,0.121,0.009
random,0.197852,0.032,0.053,0.213,0.422,0.005,0.275
random,0.197823,0.082,0.111,0.495,0.148,0.155,0.009
random,0.197816,0.079,0.164,0.502,0.146,0.091,0.019
random,0.197797,0.072,0.105,0.063,0.434,0.076,0.249
random,0.197795,0.164,0.117,0.046,0.217,0.092,0.363
random,0.197778,0.109,0.141,0.415,0.126,0.07,0.139
random,0.197765,0.049,0.18,0.441,0.249,0.072,0.009
random,0.197747,0.286,0.004,0.047,0.092,0.064,0.507
random,0.197736,0.066,0.347,0.444,0.136,0.0,0.006
random,0.197721,0.106,0.042,0.326,0.203,0.141,0.182
random,0.197695,0.057,0.0,0.097,0.701,0.135,0.01
random,0.197645,0.099,0.16,0.157,0.277,0.142,0.166
random,0.197633,0.169,0.237,0.15,0.041,0.184,0.219
random,0.197631,0.128,0.001,0.226,0.475,0.003,0.167
random,0.197568,0.178,0.02,0.248,0.145,0.179,0.229
random,0.197536,0.092,0.005,0.335,0.282,0.093,0.194
random,0.19748,0.247,0.053,0.107,0.105,0.09,0.399
random,0.197479,0.042,0.068,0.108,0.463,0.128,0.191
random,0.197464,0.093,0.092,0.428,0.146,0.134,0.107
random,0.197389,0.093,0.101,0.098,0.32,0.065,0.324
random,0.19737,0.219,0.16,0.089,0.013,0.008,0.511
random,0.197352,0.075,0.343,0.134,0.297,0.127,0.025
random,0.197322,0.152,0.298,0.285,0.001,0.247,0.017
random,0.197301,0.134,0.351,0.329,0.037,0.013,0.137
random,0.197295,0.171,0.184,0.234,0.127,0.052,0.232
random,0.197291,0.151,0.056,0.281,0.193,0.095,0.224
random,0.197291,0.149,0.042,0.277,0.114,0.148,0.27
random,0.197277,0.072,0.005,0.153,0.513,0.022,0.235
random,0.197258,0.183,0.148,0.405,0.047,0.194,0.024
random,0.197251,0.084,0.106,0.032,0.306,0.18,0.292
random,0.197245,0.006,0.056,0.341,0.405,0.003,0.189
random,0.197239,0.283,0.097,0.005,0.081,0.108,0.427
random,0.197237,0.221,0.055,0.218,0.108,0.281,0.117
random,0.197226,0.08,0.233,0.01,0.273,0.09,0.315
random,0.197185,0.065,0.227,0.245,0.244,0.002,0.217
random,0.19718,0.186,0.164,0.346,0.006,0.082,0.215
random,0.197165,0.39,0.083,0.142,0.075,0.268,0.043
random,0.197161,0.221,0.007,0.596,0.014,0.069,0.094
random,0.19712,0.055,0.127,0.23,0.331,0.159,0.098
random,0.197075,0.092,0.419,0.01,0.172,0.074,0.232
random,0.197011,0.084,0.145,0.005,0.39,0.0,0.377
random,0.196996,0.069,0.185,0.429,0.273,0.033,0.012
random,0.196948,0.088,0.025,0.346,0.322,0.138,0.082
random,0.196863,0.255,0.001,0.404,0.038,0.184,0.119
random,0.196859,0.244,0.159,0.004,0.146,0.019,0.428
random,0.196857,0.229,0.031,0.473,0.053,0.012,0.203
random,0.196851,0.274,0.367,0.005,0.0,0.299,0.055
random,0.196842,0.126,0.715,0.017,0.067,0.0,0.075
random,0.196837,0.099,0.009,0.088,0.459,0.11,0.236
random,0.196815,0.082,0.364,0.327,0.124,0.007,0.095
random,0.196797,0.182,0.31,0.021,0.006,0.046,0.435
random,0.19675,0.237,0.11,0.229,0.032,0.095,0.297
random,0.196744,0.371,0.08,0.032,0.046,0.261,0.21
random,0.196712,0.059,0.151,0.141,0.27,0.068,0.312
random,0.196695,0.21,0.037,0.563,0.024,0.166,0.0
random,0.196648,0.113,0.015,0.491,0.242,0.0,0.138
random,0.196643,0.181,0.155,0.294,0.061,0.279,0.03
random,0.196606,0.073,0.047,0.026,0.43,0.119,0.305
random,0.196601,0.321,0.171,0.014,0.019,0.304,0.171
random,0.196558,0.106,0.011,0.331,0.176,0.097,0.281
random,0.196519,0.048,0.212,0.399,0.168,0.158,0.016
random,0.196401,0.186,0.084,0.262,0.14,0.223,0.105
random,0.196379,0.285,0.006,0.269,0.011,0.177,0.253
random,0.196372,0.25,0.233,0.011,0.017,0.268,0.221
random,0.196368,0.175,0.117,0.113,0.168,0.106,0.321
random,0.196352,0.0,0.255,0.278,0.311,0.009,0.147
random,0.19633,0.136,0.162,0.603,0.014,0.01,0.075
random,0.196317,0.212,0.124,0.013,0.171,0.027,0.454
random,0.196291,0.113,0.028,0.393,0.177,0.135,0.154
random,0.196275,0.146,0.37,0.033,0.041,0.029,0.381
random,0.196274,0.124,0.401,0.273,0.01,0.147,0.045
random,0.196265,0.023,0.044,0.379,0.364,0.167,0.024
random,0.196222,0.023,0.196,0.256,0.347,0.165,0.013
random,0.196211,0.116,0.463,0.089,0.022,0.045,0.265
random,0.196167,0.089,0.03,0.174,0.405,0.168,0.135
random,0.196152,0.277,0.219,0.192,0.001,0.307,0.004
random,0.196152,0.029,0.065,0.332,0.371,0.001,0.202
random,0.196142,0.17,0.019,0.292,0.12,0.006,0.393
random,0.196139,0.309,0.033,0.038,0.168,0.048,0.404
random,0.196128,0.285,0.011,0.075,0.168,0.016,0.444
random,0.196096,0.076,0.5,0.117,0.175,0.032,0.101
random,0.196067,0.108,0.242,0.288,0.135,0.036,0.191
random,0.196056,0.282,0.004,0.027,0.117,0.145,0.425
random,0.196022,0.066,0.079,0.471,0.261,0.076,0.047
random,0.196017,0.083,0.373,0.267,0.085,0.0,0.192
random,0.196009,0.3,0.015,0.196,0.169,0.293,0.028
random,0.195997,0.056,0.483,0.17,0.222,0.006,0.063
random,0.19592,0.02,0.366,0.293,0.26,0.014,0.048
random,0.195806,0.318,0.014,0.204,0.152,0.297,0.015
random,0.195792,0.067,0.295,0.099,0.368,0.124,0.046
random,0.195782,0.025,0.165,0.407,0.253,0.064,0.086
random,0.195777,0.157,0.23,0.539,0.008,0.062,0.004
random,0.195766,0.08,0.006,0.157,0.52,0.026,0.21
random,0.195753,0.061,0.5,0.429,0.002,0.0,0.007
random,0.195734,0.136,0.003,0.111,0.472,0.224,0.054
random,0.195728,0.033,0.022,0.459,0.244,0.067,0.176
random,0.195688,0.138,0.048,0.456,0.184,0.002,0.173
random,0.195683,0.062,0.019,0.605,0.304,0.003,0.007
random,0.195681,0.094,0.066,0.007,0.379,0.131,0.323
random,0.195672,0.021,0.137,0.17,0.393,0.122,0.157
random,0.195651,0.036,0.019,0.047,0.493,0.087,0.318
random,0.19564,0.266,0.0,0.179,0.017,0.004,0.534
random,0.19564,0.072,0.463,0.125,0.183,0.114,0.041
random,0.19564,0.018,0.081,0.527,0.282,0.041,0.051
random,0.195639,0.165,0.301,0.171,0.008,0.041,0.314
random,0.195634,0.019,0.31,0.365,0.258,0.02,0.029
random,0.195627,0.21,0.146,0.077,0.049,0.262,0.256
random,0.195603,0.246,0.004,0.038,0.098,0.113,0.5
random,0.195588,0.447,0.072,0.021,0.058,0.234,0.168
random,0.195558,0.056,0.307,0.301,0.121,0.102,0.113
random,0.19553,0.165,0.088,0.234,0.146,0.112,0.256
random,0.195508,0.098,0.374,0.377,0.033,0.0,0.117
random,0.195502,0.179,0.038,0.078,0.258,0.153,0.294
random,0.195484,0.235,0.032,0.415,0.016,0.155,0.148
random,0.195448,0.186,0.137,0.301,0.058,0.046,0.273
random,0.195421,0.032,0.149,0.365,0.247,0.075,0.132
random,0.195404,0.303,0.044,0.031,0.177,0.008,0.438
random,0.195374,0.267,0.051,0.042,0.051,0.187,0.402
random,0.195342,0.057,0.034,0.473,0.248,0.159,0.029
random,0.195335,0.067,0.163,0.444,0.162,0.146,0.018
random,0.195314,0.19,0.239,0.026,0.053,0.008,0.484
random,0.195309,0.099,0.566,0.079,0.004,0.007,0.246
random,0.195298,0.109,0.147,0.411,0.166,0.012,0.156
random,0.19529,0.044,0.189,0.047,0.282,0.052,0.386
random,0.195279,0.033,0.028,0.0,0.763,0.063,0.112
random,0.195279,0.117,0.421,0.254,0.004,0.132,0.073
random,0.195258,0.008,0.081,0.131,0.548,0.045,0.187
random,0.195254,0.215,0.12,0.036,0.168,0.012,0.449
random,0.195245,0.298,0.155,0.183,0.057,0.306,0.001
random,0.195238,0.165,0.174,0.395,0.064,0.169,0.033
random,0.195232,0.21,0.024,0.323,0.023,0.197,0.224
random,0.195228,0.354,0.142,0.177,0.028,0.295,0.004
random,0.195226,0.131,0.141,0.56,0.088,0.046,0.034
random,0.195202,0.154,0.052,0.662,0.032,0.008,0.093
random,0.19519,0.177,0.112,0.29,0.166,0.021,0.234
random,0.195176,0.097,0.0,0.489,0.349,0.026,0.039
random,0.195168,0.091,0.127,0.459,0.262,0.056,0.004
random,0.195165,0.284,0.194,0.152,0.007,0.348,0.014
random,0.195162,0.2,0.125,0.191,0.039,0.311,0.134
random,0.195118,0.118,0.213,0.362,0.094,0.009,0.204
random,0.195111,0.258,0.004,0.003,0.009,0.01,0.715
random,0.195044,0.15,0.182,0.402,0.121,0.023,0.121
random,0.195022,0.064,0.109,0.329,0.226,0.068,0.203
random,0.195018,0.163,0.23,0.188,0.04,0.257,0.122
random,0.194972,0.111,0.028,0.307,0.147,0.138,0.27
random,0.194935,0.013,0.384,0.18,0.381,0.042,0.001
random,0.194887,0.161,0.148,0.145,0.173,0.066,0.305
random,0.194775,0.243,0.124,0.149,0.053,0.033,0.398
random,0.194774,0.169,0.037,0.707,0.008,0.078,0.0
random,0.194753,0.042,0.171,0.016,0.365,0.126,0.281
random,0.194746,0.09,0.224,0.043,0.237,0.044,0.362
random,0.194727,0.335,0.063,0.2,0.073,0.315,0.015
random,0.194719,0.002,0.111,0.185,0.368,0.033,0.301
random,0.194666,0.286,0.055,0.277,0.009,0.365,0.007
random,0.194645,0.12,0.111,0.355,0.13,0.066,0.219
random,0.194642,0.267,0.052,0.309,0.001,0.339,0.032
random,0.194634,0.018,0.402,0.11,0.437,0.004,0.029
random,0.194605,0.084,0.015,0.599,0.171,0.11,0.02
random,0.19459,0.086,0.083,0.43,0.146,0.171,0.085
random,0.194589,0.154,0.182,0.639,0.003,0.022,0.0
random,0.194582,0.104,0.286,0.25,0.125,0.196,0.039
random,0.194558,0.148,0.026,0.589,0.125,0.01,0.102
random,0.19454,0.024,0.294,0.318,0.219,0.047,0.097
random,0.194526,0.13,0.079,0.048,0.288,0.015,0.441
random,0.194512,0.045,0.056,0.345,0.395,0.007,0.152
random,0.194506,0.105,0.111,0.094,0.228,0.221,0.24
random,0.19449,0.0,0.268,0.332,0.293,0.085,0.021
random,0.194485,0.07,0.026,0.169,0.314,0.085,0.336
random,0.194481,0.006,0.196,0.371,0.384,0.015,0.029
random,0.194475,0.04,0.308,0.171,0.26,0.136,0.085
random,0.194436,0.157,0.233,0.005,0.109,0.103,0.393
random,0.194424,0.173,0.051,0.425,0.021,0.0,0.33
random,0.194419,0.179,0.064,0.344,0.121,0.289,0.004
random,0.194389,0.361,0.135,0.105,0.039,0.316,0.045
random,0.194387,0.016,0.086,0.265,0.551,0.001,0.082
random,0.194375,0.01,0.053,0.222,0.455,0.031,0.23
random,0.194374,0.274,0.041,0.063,0.025,0.299,0.297
random,0.194362,0.374,0.005,0.156,0.103,0.29,0.071
random,0.194313,0.208,0.014,0.173,0.15,0.289,0.166
random,0.194307,0.069,0.088,0.035,0.279,0.049,0.48
random,0.194287,0.214,0.018,0.202,0.108,0.039,0.419
