config,ndcg,sim,popularity,item_collab,user_collab,trending,session
random,0.191715,0.304,0.028,0.055,0.019,0.281,0.314
random,0.191713,0.146,0.057,0.268,0.087,0.005,0.437
random,0.191679,0.124,0.01,0.472,0.139,0.007,0.248
random,0.191671,0.311,0.008,0.032,0.065,0.278,0.306
random,0.191616,0.198,0.112,0.315,0.007,0.019,0.35
random,0.191613,0.068,0.147,0.401,0.19,0.034,0.16
random,0.191598,0.143,0.089,0.035,0.216,0.119,0.398
random,0.191571,0.507,0.006,0.028,0.059,0.343,0.058
random,0.19147,0.159,0.08,0.664,0.043,0.024,0.03
random,0.19146,0.196,0.04,0.107,0.071,0.029,0.556
random,0.191367,0.145,0.369,0.121,0.077,0.25,0.039
random,0.191267,0.123,0.03,0.212,0.196,0.161,0.279
random,0.191265,0.177,0.013,0.145,0.285,0.028,0.352
random,0.191258,0.5,0.037,0.002,0.025,0.338,0.098
random,0.191239,0.019,0.0,0.446,0.3,0.106,0.129
random,0.191229,0.025,0.106,0.128,0.458,0.054,0.23
random,0.19122,0.022,0.002,0.298,0.416,0.04,0.223
random,0.19121,0.26,0.061,0.036,0.008,0.205,0.43
random,0.191208,0.109,0.166,0.082,0.421,0.204,0.019
random,0.191205,0.083,0.074,0.208,0.28,0.019,0.337
random,0.191127,0.076,0.018,0.099,0.35,0.13,0.326
random,0.191121,0.365,0.03,0.198,0.099,0.306,0.002
random,0.19103,0.009,0.14,0.393,0.273,0.006,0.179
random,0.191014,0.062,0.512,0.324,0.005,0.013,0.085
random,0.191012,0.149,0.052,0.146,0.176,0.199,0.278
random,0.191006,0.024,0.284,0.339,0.126,0.035,0.192
random,0.190998,0.025,0.454,0.37,0.092,0.047,0.012
random,0.190994,0.173,0.012,0.183,0.226,0.184,0.222
random,0.190959,0.104,0.51,0.01,0.01,0.046,0.321
random,0.190885,0.005,0.449,0.337,0.153,0.029,0.027
random,0.190859,0.377,0.072,0.188,0.016,0.342,0.005
random,0.190839,0.212,0.002,0.025,0.033,0.006,0.722
random,0.19082,0.079,0.309,0.457,0.069,0.057,0.03
random,0.190809,0.482,0.064,0.053,0.046,0.343,0.013
random,0.190807,0.002,0.0,0.206,0.588,0.045,0.159
random,0.190807,0.063,0.167,0.065,0.254,0.004,0.447
random,0.190742,0.228,0.089,0.195,0.035,0.08,0.374
random,0.190729,0.135,0.274,0.267,0.002,0.236,0.085
random,0.190667,0.249,0.017,0.1,0.152,0.039,0.444
random,0.190663,0.031,0.338,0.226,0.1,0.086,0.22
random,0.190653,0.105,0.297,0.146,0.085,0.071,0.296
random,0.190635,0.087,0.067,0.007,0.327,0.071,0.441
random,0.190629,0.103,0.371,0.232,0.025,0.099,0.17
random,0.190603,0.076,0.353,0.125,0.089,0.186,0.172
random,0.190569,0.463,0.076,0.03,0.054,0.343,0.034
random,0.190485,0.09,0.366,0.266,0.03,0.079,0.17
random,0.190478,0.015,0.181,0.101,0.587,0.066,0.049
random,0.190465,0.012,0.095,0.022,0.614,0.063,0.194
random,0.190426,0.036,0.009,0.55,0.196,0.008,0.201
random,0.190409,0.01,0.038,0.139,0.371,0.026,0.415
random,0.190351,0.029,0.136,0.56,0.192,0.036,0.048
random,0.190342,0.058,0.413,0.132,0.087,0.09,0.222
random,0.190342,0.013,0.089,0.115,0.461,0.063,0.258
random,0.190334,0.067,0.186,0.398,0.112,0.096,0.141
random,0.190317,0.042,0.253,0.468,0.105,0.02,0.111
random,0.190308,0.001,0.078,0.501,0.305,0.088,0.026
random,0.190284,0.038,0.023,0.46,0.182,0.022,0.276
random,0.190224,0.009,0.409,0.436,0.133,0.011,0.001
random,0.190207,0.011,0.256,0.054,0.276,0.013,0.39
random,0.190179,0.084,0.327,0.0,0.159,0.02,0.41
random,0.190167,0.234,0.057,0.052,0.068,0.008,0.582
random,0.190162,0.146,0.418,0.017,0.012,0.055,0.353
random,0.190143,0.146,0.027,0.696,0.02,0.101,0.01
random,0.190135,0.02,0.023,0.574,0.172,0.139,0.073
random,0.190066,0.105,0.594,0.031,0.033,0.089,0.148
random,0.190029,0.22,0.079,0.442,0.001,0.214,0.044
random,0.190008,0.06,0.529,0.099,0.079,0.166,0.067
random,0.190004,0.084,0.035,0.598,0.208,0.005,0.071
random,0.189932,0.056,0.32,0.276,0.08,0.04,0.228
random,0.189865,0.041,0.3,0.277,0.096,0.046,0.239
random,0.189853,0.206,0.266,0.035,0.174,0.266,0.054
random,0.189814,0.117,0.002,0.661,0.076,0.07,0.074
random,0.189793,0.187,0.013,0.022,0.176,0.262,0.34
random,0.189782,0.051,0.312,0.199,0.106,0.07,0.261
random,0.189769,0.049,0.372,0.214,0.089,0.108,0.168
random,0.18975,0.38,0.083,0.034,0.097,0.36,0.046
random,0.18972,0.008,0.189,0.292,0.252,0.127,0.133
random,0.189718,0.043,0.005,0.432,0.164,0.12,0.236
random,0.189695,0.016,0.06,0.161,0.607,0.128,0.028
random,0.189693,0.132,0.172,0.478,0.035,0.137,0.046
random,0.189685,0.092,0.117,0.413,0.211,0.016,0.151
random,0.189663,0.004,0.22,0.277,0.282,0.003,0.215
random,0.189655,0.116,0.006,0.087,0.297,0.161,0.332
random,0.189624,0.135,0.076,0.198,0.103,0.109,0.38
random,0.189611,0.008,0.093,0.177,0.457,0.122,0.142
random,0.189575,0.061,0.583,0.198,0.004,0.004,0.151
random,0.189572,0.058,0.041,0.371,0.127,0.074,0.328
random,0.189562,0.054,0.173,0.359,0.18,0.196,0.038
random,0.189544,0.013,0.008,0.183,0.505,0.001,0.291
random,0.189527,0.004,0.307,0.406,0.2,0.047,0.036
random,0.189487,0.172,0.277,0.014,0.029,0.033,0.476
random,0.189456,0.079,0.391,0.034,0.233,0.164,0.099
random,0.189442,0.03,0.075,0.489,0.341,0.062,0.003
random,0.189402,0.165,0.154,0.145,0.089,0.108,0.339
random,0.189392,0.11,0.089,0.669,0.106,0.019,0.006
random,0.189304,0.106,0.036,0.046,0.295,0.149,0.367
random,0.189285,0.044,0.48,0.082,0.247,0.02,0.128
random,0.189281,0.056,0.102,0.464,0.153,0.009,0.215
random,0.189229,0.188,0.006,0.062,0.229,0.081,0.435
random,0.189221,0.087,0.0,0.286,0.249,0.051,0.327
random,0.189194,0.186,0.014,0.415,0.008,0.029,0.348
random,0.18919,0.164,0.063,0.551,0.014,0.139,0.069
random,0.189189,0.226,0.154,0.005,0.077,0.245,0.293
random,0.189096,0.184,0.093,0.183,0.137,0.015,0.388
random,0.189089,0.259,0.066,0.042,0.011,0.314,0.308
random,0.189049,0.133,0.242,0.37,0.005,0.238,0.012
random,0.189022,0.107,0.701,0.001,0.098,0.01,0.083
random,0.188998,0.14,0.087,0.699,0.052,0.017,0.005
random,0.188986,0.1,0.005,0.651,0.135,0.001,0.107
random,0.188955,0.008,0.103,0.012,0.449,0.081,0.346
random,0.188942,0.27,0.039,0.102,0.005,0.289,0.295
random,0.188942,0.026,0.133,0.468,0.119,0.062,0.193
random,0.18894,0.056,0.585,0.303,0.022,0.001,0.033
random,0.188915,0.052,0.349,0.036,0.19,0.003,0.369
random,0.188912,0.106,0.215,0.457,0.069,0.003,0.151
random,0.188907,0.24,0.008,0.082,0.018,0.035,0.617
random,0.188854,0.133,0.153,0.493,0.028,0.061,0.131
random,0.188799,0.052,0.008,0.539,0.194,0.055,0.151
random,0.188778,0.056,0.391,0.293,0.055,0.084,0.122
random,0.188766,0.137,0.0,0.376,0.226,0.223,0.037
random,0.188758,0.149,0.023,0.437,0.032,0.03,0.327
random,0.188745,0.239,0.169,0.01,0.022,0.279,0.28
random,0.188741,0.119,0.038,0.388,0.082,0.037,0.336
random,0.188733,0.097,0.037,0.311,0.258,0.013,0.283
random,0.188727,0.092,0.2,0.052,0.218,0.128,0.309
random,0.188672,0.025,0.008,0.621,0.219,0.013,0.114
random,0.188658,0.13,0.618,0.003,0.02,0.141,0.089
random,0.188584,0.045,0.068,0.348,0.294,0.056,0.189
random,0.188581,0.106,0.496,0.071,0.016,0.064,0.247
random,0.188565,0.075,0.572,0.093,0.051,0.149,0.062
random,0.188561,0.06,0.52,0.245,0.014,0.002,0.158
random,0.188502,0.091,0.041,0.306,0.277,0.254,0.031
random,0.188468,0.131,0.028,0.197,0.134,0.057,0.454
random,0.188464,0.043,0.095,0.422,0.141,0.097,0.202
random,0.188463,0.044,0.02,0.373,0.295,0.006,0.263
random,0.188461,0.053,0.01,0.046,0.461,0.0,0.431
random,0.18842,0.176,0.041,0.157,0.067,0.054,0.505
random,0.188332,0.126,0.063,0.294,0.1,0.025,0.391
random,0.188329,0.346,0.0,0.209,0.07,0.349,0.026
random,0.188319,0.349,0.103,0.048,0.065,0.374,0.061
random,0.188314,0.06,0.546,0.103,0.161,0.023,0.107
random,0.188274,0.041,0.205,0.027,0.225,0.023,0.479
random,0.188261,0.217,0.0,0.054,0.146,0.094,0.489
random,0.188254,0.058,0.582,0.162,0.044,0.077,0.077
random,0.188212,0.095,0.255,0.194,0.055,0.011,0.389
random,0.188182,0.086,0.008,0.334,0.223,0.261,0.089
random,0.188175,0.0,0.126,0.202,0.355,0.137,0.179
random,0.188156,0.043,0.188,0.591,0.162,0.002,0.015
random,0.188148,0.2,0.052,0.149,0.031,0.262,0.305
random,0.188133,0.113,0.509,0.023,0.029,0.202,0.124
random,0.188128,0.019,0.142,0.019,0.78,0.028,0.013
random,0.188069,0.015,0.392,0.442,0.123,0.002,0.027
random,0.188064,0.025,0.193,0.018,0.331,0.021,0.41
random,0.188045,0.015,0.056,0.567,0.18,0.078,0.103
random,0.187921,0.094,0.451,0.134,0.001,0.126,0.194
random,0.187917,0.143,0.0,0.421,0.165,0.245,0.026
random,0.187905,0.15,0.117,0.497,0.001,0.009,0.226
random,0.187899,0.095,0.168,0.385,0.06,0.088,0.205
random,0.187882,0.197,0.071,0.144,0.086,0.002,0.5
random,0.187856,0.185,0.037,0.136,0.17,0.281,0.191
random,0.187852,0.198,0.038,0.182,0.042,0.326,0.214
random,0.187844,0.144,0.013,0.485,0.043,0.108,0.207
random,0.187842,0.003,0.147,0.216,0.301,0.121,0.212
random,0.187841,0.095,0.037,0.04,0.609,0.173,0.046
random,0.18782,0.167,0.109,0.294,0.043,0.179,0.209
random,0.18778,0.109,0.019,0.351,0.082,0.075,0.364
random,0.187776,0.071,0.206,0.205,0.124,0.036,0.358
random,0.187739,0.148,0.294,0.005,0.079,0.03,0.444
random,0.187734,0.061,0.197,0.011,0.632,0.097,0.001
random,0.187706,0.072,0.351,0.438,0.006,0.0,0.133
random,0.187701,0.247,0.096,0.003,0.329,0.28,0.045
random,0.187678,0.271,0.01,0.008,0.041,0.169,0.502
random,0.187623,0.042,0.419,0.385,0.012,0.046,0.097
random,0.187579,0.145,0.249,0.024,0.118,0.072,0.392
random,0.187545,0.003,0.105,0.122,0.315,0.077,0.378
random,0.187543,0.084,0.442,0.017,0.072,0.005,0.381
random,0.187524,0.074,0.026,0.732,0.055,0.082,0.03
random,0.187474,0.107,0.262,0.46,0.023,0.027,0.122
random,0.187467,0.07,0.003,0.077,0.282,0.146,0.422
random,0.187465,0.141,0.098,0.611,0.021,0.068,0.062
random,0.187403,0.03,0.127,0.076,0.29,0.145,0.332
random,0.187395,0.191,0.004,0.342,0.012,0.155,0.297
random,0.187391,0.038,0.203,0.266,0.147,0.185,0.163
random,0.187341,0.02,0.042,0.015,0.451,0.014,0.459
random,0.187327,0.004,0.188,0.053,0.551,0.034,0.17
random,0.187321,0.091,0.279,0.238,0.07,0.146,0.176
random,0.187312,0.194,0.04,0.206,0.081,0.155,0.325
random,0.187304,0.073,0.173,0.434,0.107,0.185,0.028
random,0.187236,0.004,0.019,0.136,0.737,0.091,0.013
random,0.187154,0.041,0.009,0.716,0.175,0.026,0.033
random,0.187142,0.119,0.089,0.544,0.064,0.001,0.184
random,0.187142,0.259,0.173,0.148,0.049,0.352,0.018
random,0.187105,0.025,0.393,0.089,0.336,0.036,0.121
random,0.187049,0.052,0.011,0.304,0.334,0.07,0.23
random,0.187038,0.073,0.045,0.692,0.053,0.079,0.058
random,0.187009,0.232,0.001,0.201,0.015,0.106,0.445
random,0.187007,0.013,0.216,0.553,0.134,0.057,0.027
random,0.186961,0.203,0.143,0.039,0.0,0.05,0.565
random,0.186958,0.113,0.06,0.706,0.008,0.072,0.042
random,0.186929,0.08,0.0,0.017,0.346,0.085,0.472
random,0.186808,0.049,0.126,0.128,0.243,0.186,0.269
random,0.186799,0.02,0.191,0.014,0.246,0.037,0.492
random,0.186777,0.009,0.001,0.735,0.228,0.026,0.001
random,0.186761,0.078,0.02,0.347,0.221,0.279,0.054
random,0.186738,0.388,0.01,0.005,0.101,0.36,0.135
random,0.186689,0.174,0.154,0.036,0.026,0.277,0.333
random,0.186651,0.016,0.381,0.052,0.185,0.005,0.362
random,0.186632,0.024,0.336,0.098,0.188,0.004,0.35
random,0.186577,0.126,0.29,0.019,0.072,0.12,0.372
random,0.186491,0.131,0.468,0.003,0.139,0.201,0.058
random,0.186491,0.044,0.338,0.038,0.364,0.102,0.114
random,0.186429,0.129,0.003,0.83,0.014,0.012,0.012
random,0.186384,0.105,0.042,0.27,0.234,0.028,0.323
random,0.186368,0.144,0.191,0.421,0.006,0.165,0.072
random,0.186347,0.334,0.004,0.039,0.125,0.344,0.155
random,0.186334,0.149,0.004,0.511,0.013,0.045,0.278
random,0.186323,0.198,0.121,0.113,0.117,0.065,0.386
random,0.186279,0.146,0.166,0.02,0.188,0.005,0.476
random,0.186273,0.111,0.684,0.007,0.123,0.031,0.044
random,0.186255,0.079,0.126,0.483,0.079,0.001,0.233
random,0.186226,0.001,0.206,0.168,0.33,0.118,0.176
random,0.186197,0.128,0.167,0.288,0.071,0.149,0.198
random,0.186196,0.009,0.004,0.689,0.231,0.028,0.039
random,0.186188,0.05,0.236,0.175,0.11,0.112,0.318
random,0.186172,0.045,0.214,0.423,0.067,0.016,0.236
random,0.186165,0.005,0.084,0.398,0.366,0.099,0.049
random,0.186163,0.186,0.003,0.294,0.044,0.377,0.096
random,0.186153,0.005,0.051,0.063,0.327,0.054,0.5
random,0.186145,0.167,0.093,0.097,0.36,0.268,0.015
random,0.186069,0.13,0.013,0.615,0.042,0.145,0.054
random,0.186057,0.209,0.089,0.12,0.016,0.264,0.302
random,0.185997,0.369,0.079,0.127,0.018,0.365,0.042
random,0.185972,0.09,0.399,0.189,0.0,0.1,0.221
random,0.185962,0.22,0.005,0.091,0.17,0.286,0.228
random,0.185877,0.055,0.245,0.49,0.089,0.056,0.064
random,0.185874,0.137,0.515,0.011,0.039,0.22,0.078
random,0.185825,0.042,0.026,0.461,0.222,0.245,0.004
random,0.185823,0.394,0.024,0.078,0.054,0.344,0.106
random,0.185812,0.012,0.139,0.604,0.213,0.015,0.017
random,0.185804,0.005,0.326,0.077,0.219,0.036,0.337
random,0.185781,0.079,0.022,0.46,0.069,0.097,0.273
random,0.185699,0.358,0.012,0.135,0.062,0.418,0.015
random,0.185681,0.037,0.376,0.249,0.108,0.006,0.224
random,0.185669,0.093,0.03,0.474,0.046,0.001,0.356
random,0.185652,0.106,0.086,0.775,0.013,0.002,0.019
random,0.18564,0.221,0.008,0.05,0.049,0.271,0.402
random,0.185637,0.101,0.231,0.252,0.027,0.012,0.376
random,0.185634,0.032,0.136,0.031,0.25,0.104,0.448
random,0.18563,0.003,0.021,0.428,0.304,0.025,0.219
random,0.185626,0.141,0.246,0.041,0.038,0.005,0.529
random,0.185591,0.042,0.277,0.02,0.19,0.126,0.345
random,0.185556,0.004,0.542,0.337,0.019,0.003,0.094
random,0.185541,0.563,0.009,0.01,0.002,0.387,0.029
random,0.185537,0.018,0.383,0.027,0.496,0.001,0.074
random,0.185491,0.092,0.251,0.531,0.037,0.008,0.081
random,0.185467,0.071,0.031,0.471,0.063,0.025,0.339
random,0.185457,0.117,0.012,0.699,0.005,0.082,0.085
random,0.185451,0.166,0.069,0.167,0.041,0.028,0.529
random,0.185386,0.073,0.055,0.178,0.266,0.084,0.345
random,0.185381,0.004,0.033,0.552,0.209,0.018,0.184
random,0.18538,0.06,0.316,0.014,0.548,0.052,0.01
random,0.185377,0.053,0.478,0.059,0.343,0.052,0.014
random,0.185352,0.049,0.536,0.049,0.053,0.116,0.198
random,0.185349,0.235,0.054,0.1,0.0,0.296,0.314
random,0.185346,0.12,0.0,0.618,0.067,0.024,0.17
random,0.185288,0.058,0.007,0.408,0.174,0.228,0.124
random,0.185277,0.041,0.394,0.163,0.1,0.107,0.195
random,0.185264,0.056,0.055,0.367,0.079,0.047,0.395
random,0.185238,0.029,0.063,0.386,0.251,0.191,0.081
random,0.185208,0.004,0.364,0.097,0.458,0.005,0.073
random,0.185205,0.058,0.07,0.004,0.286,0.129,0.453
random,0.185175,0.061,0.054,0.388,0.171,0.031,0.295
random,0.18517,0.054,0.164,0.195,0.194,0.103,0.29
random,0.185106,0.12,0.389,0.021,0.068,0.034,0.368
random,0.185087,0.018,0.203,0.223,0.14,0.077,0.339
random,0.185072,0.053,0.316,0.531,0.057,0.001,0.04
random,0.185063,0.003,0.018,0.438,0.331,0.106,0.105
random,0.185056,0.009,0.019,0.713,0.187,0.071,0.002
random,0.185044,0.15,0.23,0.118,0.068,0.001,0.434
random,0.185021,0.19,0.068,0.143,0.115,0.065,0.419
random,0.184977,0.039,0.07,0.239,0.434,0.19,0.028
random,0.184953,0.003,0.041,0.66,0.219,0.072,0.005
random,0.184932,0.1,0.228,0.295,0.025,0.205,0.147
random,0.184915,0.17,0.21,0.181,0.012,0.153,0.273
random,0.184889,0.035,0.01,0.637,0.129,0.113,0.075
random,0.184883,0.361,0.0,0.033,0.095,0.34,0.171
random,0.184876,0.091,0.06,0.757,0.017,0.0,0.076
random,0.184871,0.018,0.016,0.014,0.899,0.044,0.009
random,0.184859,0.158,0.162,0.234,0.007,0.259,0.18
random,0.184832,0.269,0.104,0.066,0.042,0.34,0.18
random,0.184819,0.21,0.004,0.059,0.048,0.078,0.6
random,0.18477,0.034,0.095,0.008,0.425,0.03,0.407
random,0.184738,0.225,0.072,0.122,0.0,0.344,0.237
random,0.184737,0.105,0.02,0.4,0.132,0.199,0.143
random,0.184737,0.158,0.002,0.48,0.036,0.062,0.263
random,0.184727,0.103,0.153,0.377,0.051,0.011,0.306
random,0.184721,0.032,0.455,0.389,0.009,0.007,0.107
random,0.184696,0.079,0.004,0.188,0.299,0.04,0.39
random,0.18469,0.095,0.183,0.485,0.005,0.005,0.227
random,0.184675,0.254,0.194,0.053,0.027,0.313,0.159
random,0.184596,0.011,0.421,0.106,0.192,0.028,0.242
random,0.184593,0.069,0.028,0.377,0.078,0.034,0.414
random,0.18458,0.336,0.07,0.095,0.09,0.31,0.1
random,0.184533,0.138,0.249,0.008,0.025,0.0,0.58
random,0.184483,0.117,0.277,0.024,0.059,0.191,0.331
random,0.184483,0.195,0.068,0.0,0.128,0.123,0.487
random,0.184481,0.272,0.258,0.022,0.083,0.312,0.054
random,0.184478,0.337,0.018,0.038,0.03,0.345,0.232
random,0.184476,0.08,0.303,0.217,0.009,0.142,0.25
random,0.184318,0.08,0.062,0.352,0.087,0.039,0.379
random,0.184262,0.106,0.014,0.221,0.205,0.21,0.245
random,0.184254,0.195,0.023,0.209,0.143,0.333,0.097
random,0.184214,0.087,0.003,0.49,0.087,0.051,0.282
random,0.184206,0.036,0.01,0.427,0.134,0.066,0.327
random,0.184195,0.228,0.007,0.099,0.004,0.314,0.348
random,0.184178,0.011,0.039,0.346,0.369,0.005,0.231
random,0.184119,0.006,0.159,0.221,0.254,0.016,0.344
random,0.184078,0.028,0.037,0.445,0.118,0.035,0.337
random,0.184049,0.185,0.151,0.079,0.142,0.01,0.433
random,0.184019,0.009,0.384,0.34,0.111,0.01,0.146
random,0.184012,0.043,0.314,0.262,0.06,0.152,0.169
random,0.183866,0.09,0.008,0.642,0.084,0.142,0.034
random,0.183849,0.135,0.004,0.382,0.002,0.069,0.408
random,0.183784,0.139,0.169,0.183,0.073,0.149,0.287
random,0.183765,0.188,0.134,0.115,0.115,0.067,0.382
random,0.183709,0.123,0.001,0.383,0.088,0.156,0.249
random,0.183703,0.048,0.387,0.475,0.012,0.07,0.008
random,0.183701,0.036,0.559,0.205,0.075,0.004,0.122
random,0.183687,0.041,0.01,0.535,0.172,0.228,0.014
random,0.183658,0.104,0.12,0.135,0.086,0.034,0.521
random,0.183646,0.245,0.0,0.135,0.0,0.217,0.402
random,0.183594,0.002,0.352,0.388,0.09,0.117,0.051
random,0.183563,0.058,0.438,0.282,0.012,0.115,0.095
random,0.183517,0.031,0.269,0.38,0.097,0.164,0.059
random,0.183497,0.213,0.032,0.252,0.004,0.219,0.28
random,0.183497,0.115,0.302,0.038,0.066,0.167,0.313
random,0.183495,0.019,0.339,0.363,0.076,0.086,0.116
random,0.183458,0.005,0.087,0.438,0.23,0.048,0.194
random,0.183451,0.138,0.224,0.161,0.054,0.128,0.295
random,0.183439,0.282,0.188,0.039,0.172,0.32,0.0
random,0.183421,0.06,0.196,0.337,0.07,0.008,0.33
random,0.183407,0.039,0.587,0.326,0.031,0.013,0.006
random,0.183398,0.085,0.224,0.042,0.288,0.202,0.159
random,0.183395,0.094,0.018,0.304,0.068,0.072,0.445
random,0.183391,0.124,0.083,0.072,0.188,0.118,0.414
random,0.183385,0.394,0.073,0.07,0.015,0.424,0.024
random,0.183377,0.378,0.0,0.102,0.0,0.399,0.12
random,0.183287,0.086,0.51,0.058,0.22,0.123,0.003
random,0.183273,0.203,0.083,0.066,0.164,0.003,0.482
random,0.183262,0.11,0.766,0.043,0.037,0.02,0.025
random,0.183248,0.083,0.017,0.252,0.156,0.215,0.276
random,0.183247,0.114,0.152,0.046,0.209,0.228,0.25
random,0.183243,0.328,0.039,0.118,0.035,0.387,0.093
random,0.183218,0.013,0.389,0.433,0.084,0.013,0.069
random,0.183131,0.101,0.013,0.43,0.082,0.117,0.257
random,0.183088,0.197,0.079,0.061,0.038,0.241,0.384
random,0.183044,0.027,0.38,0.106,0.338,0.088,0.062
random,0.183024,0.001,0.392,0.331,0.103,0.107,0.066
random,0.183009,0.036,0.233,0.526,0.079,0.101,0.025
random,0.18299,0.006,0.313,0.531,0.13,0.012,0.008
random,0.182935,0.045,0.064,0.733,0.009,0.075,0.074
random,0.182885,0.108,0.064,0.136,0.123,0.039,0.529
random,0.182874,0.122,0.033,0.221,0.052,0.084,0.488
random,0.182868,0.06,0.613,0.144,0.03,0.029,0.124
random,0.182859,0.001,0.17,0.428,0.301,0.05,0.051
random,0.182842,0.055,0.598,0.147,0.069,0.13,0.001
random,0.182789,0.086,0.431,0.084,0.074,0.006,0.318
random,0.182647,0.17,0.146,0.046,0.001,0.015,0.622
random,0.182639,0.056,0.565,0.011,0.198,0.0,0.17
random,0.182629,0.028,0.261,0.024,0.166,0.107,0.414
random,0.182627,0.098,0.824,0.063,0.007,0.005,0.003
random,0.182615,0.144,0.152,0.224,0.023,0.095,0.363
random,0.182615,0.105,0.144,0.206,0.078,0.04,0.427
random,0.18261,0.026,0.109,0.135,0.257,0.092,0.381
random,0.18256,0.024,0.0,0.52,0.13,0.064,0.262
random,0.182496,0.009,0.54,0.358,0.022,0.052,0.019
random,0.182468,0.003,0.205,0.14,0.236,0.139,0.278
random,0.182466,0.089,0.746,0.088,0.045,0.015,0.017
random,0.18243,0.038,0.456,0.042,0.247,0.007,0.21
random,0.182411,0.063,0.029,0.255,0.217,0.001,0.435
random,0.182292,0.021,0.252,0.067,0.609,0.023,0.027
random,0.18229,0.014,0.024,0.441,0.304,0.161,0.055
random,0.182263,0.138,0.009,0.343,0.037,0.124,0.349
random,0.182229,0.192,0.576,0.0,0.005,0.22,0.007
random,0.182181,0.047,0.109,0.363,0.1,0.035,0.345
random,0.182104,0.152,0.033,0.152,0.055,0.278,0.329
random,0.182081,0.117,0.039,0.37,0.16,0.3,0.015
random,0.182026,0.037,0.061,0.09,0.577,0.148,0.087
random,0.182026,0.048,0.266,0.129,0.178,0.003,0.375
random,0.182013,0.09,0.217,0.523,0.005,0.062,0.103
random,0.181857,0.008,0.246,0.59,0.081,0.048,0.028
random,0.181719,0.012,0.046,0.898,0.001,0.002,0.04
random,0.181715,0.17,0.287,0.034,0.221,0.255,0.033
random,0.181709,0.083,0.024,0.757,0.006,0.091,0.038
random,0.18168,0.013,0.281,0.202,0.1,0.119,0.284
random,0.181661,0.033,0.328,0.154,0.335,0.132,0.019
random,0.181652,0.075,0.299,0.109,0.121,0.004,0.392
random,0.1816,0.043,0.212,0.267,0.066,0.051,0.36
random,0.18155,0.125,0.237,0.427,0.003,0.139,0.069
random,0.181543,0.078,0.175,0.558,0.007,0.169,0.013
random,0.181536,0.178,0.003,0.101,0.174,0.019,0.524
random,0.181528,0.128,0.07,0.193,0.055,0.092,0.462
random,0.18148,0.179,0.027,0.076,0.111,0.025,0.583
random,0.181479,0.055,0.018,0.044,0.279,0.064,0.54
random,0.181423,0.214,0.132,0.013,0.002,0.129,0.511
random,0.181407,0.076,0.005,0.507,0.03,0.028,0.354
random,0.181385,0.072,0.015,0.477,0.055,0.003,0.378
random,0.181366,0.175,0.025,0.252,0.011,0.112,0.425
random,0.181329,0.186,0.23,0.029,0.234,0.257,0.064
random,0.181255,0.072,0.061,0.181,0.269,0.001,0.416
random,0.181214,0.032,0.36,0.236,0.062,0.175,0.135
random,0.181154,0.112,0.247,0.07,0.01,0.111,0.451
random,0.181144,0.172,0.26,0.07,0.042,0.281,0.175
random,0.181117,0.045,0.183,0.197,0.114,0.131,0.33
random,0.181116,0.02,0.041,0.614,0.022,0.06,0.242
random,0.181106,0.015,0.171,0.563,0.098,0.102,0.051
random,0.181093,0.011,0.015,0.837,0.091,0.004,0.041
random,0.181074,0.058,0.128,0.024,0.66,0.123,0.007
random,0.181052,0.088,0.065,0.623,0.021,0.003,0.2
random,0.181035,0.019,0.325,0.509,0.021,0.116,0.009
random,0.181014,0.073,0.027,0.541,0.03,0.046,0.283
random,0.180948,0.163,0.136,0.04,0.046,0.008,0.606
random,0.180943,0.158,0.008,0.425,0.045,0.326,0.037
random,0.18094,0.096,0.004,0.825,0.031,0.04,0.003
random,0.180932,0.308,0.003,0.047,0.031,0.379,0.232
random,0.180929,0.025,0.454,0.113,0.255,0.007,0.146
random,0.180904,0.162,0.069,0.193,0.03,0.249,0.298
random,0.180894,0.062,0.091,0.258,0.185,0.01,0.393
random,0.180891,0.063,0.268,0.086,0.411,0.158,0.014
random,0.180877,0.063,0.16,0.007,0.345,0.158,0.268
random,0.180831,0.09,0.285,0.044,0.073,0.038,0.47
random,0.180809,0.263,0.007,0.191,0.026,0.408,0.105
random,0.180793,0.043,0.389,0.162,0.035,0.082,0.288
random,0.180784,0.146,0.211,0.051,0.08,0.071,0.441
random,0.180784,0.099,0.27,0.392,0.009,0.089,0.141
random,0.180765,0.012,0.468,0.262,0.166,0.018,0.074
random,0.180737,0.039,0.008,0.18,0.143,0.107,0.523
random,0.180727,0.002,0.002,0.869,0.106,0.009,0.012
random,0.18072,0.068,0.267,0.606,0.0,0.042,0.016
random,0.180686,0.058,0.375,0.006,0.068,0.14,0.353
random,0.180668,0.101,0.041,0.054,0.206,0.088,0.51
random,0.180664,0.06,0.291,0.398,0.035,0.094,0.121
random,0.180591,0.409,0.099,0.003,0.083,0.399,0.007
random,0.180554,0.159,0.016,0.078,0.074,0.13,0.542
random,0.180547,0.184,0.362,0.049,0.139,0.261,0.005
random,0.18051,0.111,0.178,0.379,0.002,0.16,0.171
random,0.180478,0.036,0.478,0.079,0.126,0.108,0.173
random,0.180397,0.099,0.219,0.434,0.02,0.026,0.202
random,0.180326,0.039,0.021,0.242,0.14,0.145,0.412
random,0.180303,0.06,0.052,0.34,0.226,0.22,0.102
